LOADING_MW_ACTUAL_CAISO,LOADING_MW_ACTUAL_PGE,LOADING_MW_ACTUAL_SCE,LOADING_MW_ACTUAL_SDGE,GAS_PRICE_PGE,GAS_PRICE_SCE,Day_of_week,Month,DA_LMP_PGE_NP15
26328,11946,11773,2341,6.71,8.04,0,8,51.04
27442,12444,12245,2485,6.71,8.04,0,8,54.23
27840,12573,12463,2533,6.71,8.04,0,8,50.35
28758,12803,13032,2640,6.71,8.04,0,8,46.88
29168,12948,13231,2699,6.71,8.04,0,8,47.22
29419,12977,13466,2681,6.71,8.04,0,8,46.64
29588,12984,13643,2659,6.71,8.04,0,8,47.53
30065,13302,13798,2659,6.71,8.04,0,8,49.97
30831,13808,14212,2501,6.71,8.04,0,8,51.69
31889,14541,14646,2386,6.71,8.04,0,8,53.09
33167,15378,15033,2446,6.71,8.04,0,8,57.3
33965,15925,15207,2529,6.71,8.04,0,8,59.55
34630,16335,15293,2699,6.71,8.04,0,8,68.06
34467,16372,14990,2808,6.71,8.04,0,8,88.27
33849,15903,14801,2852,6.71,8.04,0,8,81.73
32741,15265,14393,2788,6.71,8.04,0,8,70.32
30871,14261,13669,2663,6.71,8.04,0,8,64.64
28448,12995,12723,2467,6.71,8.04,0,8,59.02
26319,11970,11788,2299,6.71,8.04,0,8,53.11
24866,11338,11092,2178,6.71,7.39,0,9,52.07
23798,10834,10608,2089,6.71,7.39,0,9,48.91
23073,10495,10284,2031,6.71,7.39,0,9,47.62
22943,10483,10194,2011,6.71,7.39,0,9,46.9
23222,10524,10395,2045,6.71,7.39,0,9,48.82
24423,11036,10978,2153,6.71,7.39,0,9,53.2
25959,11766,11619,2320,6.71,7.39,0,9,58.7
27030,12320,12025,2427,6.71,7.39,0,9,54.19
27624,12474,12367,2523,6.71,7.39,0,9,45.25
28082,12594,12668,2554,6.71,7.39,0,9,44.85
28267,12506,12915,2570,6.71,7.39,0,9,42.73
28287,12353,13266,2393,6.71,7.39,0,9,38.09
28317,12325,13441,2273,6.71,7.39,0,9,40.97
28434,12303,13579,2269,6.71,7.39,0,9,42.99
29283,12807,13823,2365,6.71,7.39,0,9,45.18
30336,13206,14349,2490,6.71,7.39,0,9,47.25
30945,13705,14353,2596,6.71,7.39,0,9,49.51
31691,14186,14478,2737,6.71,7.39,0,9,57.56
32022,14496,14433,2809,6.71,7.39,0,9,73.66
31937,14433,14355,2870,6.71,7.39,0,9,80.96
31342,14235,14012,2820,6.71,7.39,0,9,65.75
29747,13472,13332,2681,6.71,7.39,0,9,59.39
27591,12504,12348,2484,6.71,7.39,0,9,54.37
25700,11659,11487,2305,6.71,7.39,0,9,51.84
24404,11128,10827,2203,7.04,6.54,0,9,51.04
23508,10863,10294,2109,7.04,6.54,0,9,50.12
23017,10744,9986,2046,7.04,6.54,0,9,49.7
22836,10655,9915,2025,7.04,6.54,0,9,49.71
23012,10661,10053,2058,7.04,6.54,0,9,51.46
24233,11213,10603,2175,7.04,6.54,0,9,53.96
25850,11955,11294,2357,7.04,6.54,0,9,62.25
27056,12502,11791,2514,7.04,6.54,0,9,53.68
27889,12746,12287,2602,7.04,6.54,0,9,44.7
28238,12863,12625,2492,7.04,6.54,0,9,42.58
27795,12536,12769,2225,7.04,6.54,0,9,41.51
27446,12320,12756,2102,7.04,6.54,0,9,40.86
27548,12143,13030,2104,7.04,6.54,0,9,41.12
28217,12316,13452,2169,7.04,6.54,0,9,43.04
29242,12655,13993,2296,7.04,6.54,0,9,47.33
30690,13088,14812,2499,7.04,6.54,0,9,50.36
32068,13705,15373,2707,7.04,6.54,0,9,50.98
32425,13834,15411,2896,7.04,6.54,0,9,57.88
32149,13835,15088,2949,7.04,6.54,0,9,73.09
31858,13834,14789,2964,7.04,6.54,0,9,75.86
31132,13661,14301,2903,7.04,6.54,0,9,64.3
29728,13173,13536,2759,7.04,6.54,0,9,60
27502,12205,12501,2547,7.04,6.54,0,9,55.78
25557,11371,11593,2344,7.04,6.54,0,9,51.91
24153,10876,10805,2225,7.01,6.65,0,9,52.21
23222,10496,10360,2116,7.01,6.65,0,9,52.44
22524,10223,10002,2045,7.01,6.65,0,9,49.84
22268,10184,9814,2017,7.01,6.65,0,9,48.6
22552,10338,9917,2043,7.01,6.65,0,9,49.93
23602,10803,10395,2148,7.01,6.65,0,9,52.83
25047,11546,10944,2299,7.01,6.65,0,9,58.51
26334,12347,11308,2418,7.01,6.65,0,9,50.38
27258,12793,11763,2439,7.01,6.65,0,9,42.82
27163,12468,12141,2298,7.01,6.65,0,9,41.82
27114,12076,12660,2127,7.01,6.65,0,9,41.89
27393,11945,13144,2047,7.01,6.65,0,9,42.53
28261,11997,13883,2118,7.01,6.65,0,9,43.12
28891,11810,14580,2232,7.01,6.65,0,9,46.11
30017,12090,15299,2355,7.01,6.65,0,9,47.93
31820,12880,16119,2543,7.01,6.65,0,9,51.71
33326,13724,16569,2747,7.01,6.65,0,9,53.11
34127,14387,16595,2861,7.01,6.65,0,9,63.26
33896,14639,16093,2887,7.01,6.65,0,9,82.99
33065,14448,15472,2876,7.01,6.65,0,9,83.43
31859,14007,14787,2807,7.01,6.65,0,9,68.28
30086,13256,13908,2672,7.01,6.65,0,9,62
27825,12345,12746,2491,7.01,6.65,0,9,57.37
25928,11570,11804,2317,7.01,6.65,0,9,53.21
24397,10962,11008,2195,7.1,7.15,1,9,51.61
23120,10471,10333,2087,7.1,7.15,1,9,51.64
22271,10122,9906,2015,7.1,7.15,1,9,50.75
21804,9964,9648,1965,7.1,7.15,1,9,50.27
21715,9967,9565,1953,7.1,7.15,1,9,50.72
21896,10110,9571,1977,7.1,7.15,1,9,52.76
22201,10356,9583,2021,7.1,7.15,1,9,53.04
22846,10780,9731,2091,7.1,7.15,1,9,48.13
24146,11483,10321,2098,7.1,7.15,1,9,38.78
24507,11496,10746,2006,7.1,7.15,1,9,32.85
24734,11085,11465,1919,7.1,7.15,1,9,33.7
25472,10853,12367,1980,7.1,7.15,1,9,40.32
26526,10756,13314,2173,7.1,7.15,1,9,41.43
27945,10871,14404,2378,7.1,7.15,1,9,45.71
30135,11591,15623,2621,7.1,7.15,1,9,49.68
32367,12632,16593,2836,7.1,7.15,1,9,53.05
34368,13737,17229,3092,7.1,7.15,1,9,57.88
35630,14661,17367,3294,7.1,7.15,1,9,72.99
35525,15022,16879,3327,7.1,7.15,1,9,100.65
34281,14697,16045,3249,7.1,7.15,1,9,96.71
32641,14123,15122,3112,7.1,7.15,1,9,77.57
30584,13311,14073,2925,7.1,7.15,1,9,69.21
28203,12353,12899,2684,7.1,7.15,1,9,62.55
26111,11515,11876,2460,7.1,7.15,1,9,53.9
24493,10871,11034,2332,7.1,7.15,1,9,52.91
23208,10358,10358,2239,7.1,7.15,1,9,51.99
22287,9978,9927,2131,7.1,7.15,1,9,52.63
21545,9708,9554,2033,7.1,7.15,1,9,50.87
21224,9650,9336,1988,7.1,7.15,1,9,50.87
21268,9731,9298,1989,7.1,7.15,1,9,51.8
21547,10006,9292,1997,7.1,7.15,1,9,52.06
22255,10428,9524,2050,7.1,7.15,1,9,48.5
23008,10521,10136,2094,7.1,7.15,1,9,37.89
23417,10417,10671,2068,7.1,7.15,1,9,34.67
24454,10335,11776,2076,7.1,7.15,1,9,37.1
26002,10495,13127,2110,7.1,7.15,1,9,42.7
27636,10617,14494,2254,7.1,7.15,1,9,46.61
29523,11043,15790,2408,7.1,7.15,1,9,50.39
32072,12096,17117,2566,7.1,7.15,1,9,52.07
34496,13287,18120,2781,7.1,7.15,1,9,56.11
36396,14461,18610,3006,7.1,7.15,1,9,64.98
37539,15409,18626,3186,7.1,7.15,1,9,75.19
37187,15614,18056,3206,7.1,7.15,1,9,120.08
35896,15173,17278,3142,7.1,7.15,1,9,97.28
34135,14516,16295,3033,7.1,7.15,1,9,82.91
31967,13625,15176,2885,7.1,7.15,1,9,72.94
29477,12549,13966,2688,7.1,7.15,1,9,62.57
27209,11678,12775,2490,7.1,7.15,1,9,56.35
25547,10982,11938,2367,7.1,7.15,0,9,53.26
24192,10427,11281,2227,7.1,7.15,0,9,52.06
23226,10066,10760,2145,7.1,7.15,0,9,51.16
22527,9876,10296,2100,7.1,7.15,0,9,49.91
22313,9845,10116,2098,7.1,7.15,0,9,51.04
22577,10039,10157,2128,7.1,7.15,0,9,52.38
23092,10439,10226,2177,7.1,7.15,0,9,53.13
23996,11096,10424,2230,7.1,7.15,0,9,49.76
25215,11610,11106,2244,7.1,7.15,0,9,39.98
25896,11598,11816,2225,7.1,7.15,0,9,36.72
27020,11656,12852,2242,7.1,7.15,0,9,41.99
28541,11938,14032,2281,7.1,7.15,0,9,46.11
30349,12482,15208,2358,7.1,7.15,0,9,51.31
32459,13511,16132,2501,7.1,7.15,0,9,53.68
34829,14722,17127,2659,7.1,7.15,0,9,60.45
37006,15969,17888,2823,7.1,7.15,0,9,65.08
38640,17030,18299,2980,7.1,7.15,0,9,78.94
39470,17846,18180,3113,7.1,7.15,0,9,94.11
38847,17996,17409,3116,7.1,7.15,0,9,132.99
37533,17457,16655,3106,7.1,7.15,0,9,99.28
35785,16639,15825,3019,7.1,7.15,0,9,85.01
33315,15398,14773,2855,7.1,7.15,0,9,77.96
30325,13864,13548,2633,7.1,7.15,0,9,61.38
27935,12716,12495,2453,7.1,7.15,0,9,56.79
26069,11903,11581,2320,7.08,7.15,0,9,55.88
24843,11382,11014,2186,7.08,7.15,0,9,51.46
24062,11052,10625,2128,7.08,7.15,0,9,51.53
23678,10840,10481,2101,7.08,7.15,0,9,51.05
24003,10952,10679,2116,7.08,7.15,0,9,51.84
25186,11461,11218,2247,7.08,7.15,0,9,56.11
26845,12200,11942,2443,7.08,7.15,0,9,73.13
28294,12725,12719,2602,7.08,7.15,0,9,64.63
29577,13025,13608,2694,7.08,7.15,0,9,51.19
30219,13168,14199,2594,7.08,7.15,0,9,50.49
31164,13491,14944,2457,7.08,7.15,0,9,49.02
32389,13921,15721,2460,7.08,7.15,0,9,52.66
33989,14631,16586,2471,7.08,7.15,0,9,60.73
36182,15501,17680,2686,7.08,7.15,0,9,70.69
38579,16390,18919,2944,7.08,7.15,0,9,80.26
40728,17426,19750,3221,7.08,7.15,0,9,87.95
42008,18310,20005,3360,7.08,7.15,0,9,89.85
42151,18748,19660,3407,7.08,7.15,0,9,113.73
41160,18642,18799,3387,7.08,7.15,0,9,158.17
39704,18039,18028,3318,7.08,7.15,0,9,132.94
37805,17180,17106,3215,7.08,7.15,0,9,93.63
35393,16002,15999,3103,7.08,7.15,0,9,85.04
32285,14569,14584,2855,7.08,7.15,0,9,74.11
29666,13401,13370,2620,7.08,7.15,0,9,64.15
27775,12603,12425,2479,7.32,13.09,0,9,80.24
26334,11955,11772,2343,7.32,13.09,0,9,76.31
25489,11618,11357,2254,7.32,13.09,0,9,70.17
24881,11304,11072,2248,7.32,13.09,0,9,68.28
24893,11336,11096,2207,7.32,13.09,0,9,75.49
25843,11819,11483,2279,7.32,13.09,0,9,89.58
27349,12559,12102,2424,7.32,13.09,0,9,93.75
28488,13011,12706,2507,7.32,13.09,0,9,91.7
29524,13285,13478,2504,7.32,13.09,0,9,71.32
30225,13516,13985,2463,7.32,13.09,0,9,71.22
31303,13921,14709,2398,7.32,13.09,0,9,77.95
32792,14565,15518,2420,7.32,13.09,0,9,82.48
34901,15426,16591,2582,7.32,13.09,0,9,85.84
37211,16463,17635,2807,7.32,13.09,0,9,90.31
39732,17645,18711,3067,7.32,13.09,0,9,114.17
42018,18714,19623,3366,7.32,13.09,0,9,116.91
43348,19424,20016,3591,7.32,13.09,0,9,125.67
43591,19803,19872,3600,7.32,13.09,0,9,167.43
42503,19460,19212,3514,7.32,13.09,0,9,274.06
40783,18564,18502,3408,7.32,13.09,0,9,203.64
38660,17512,17589,3263,7.32,13.09,0,9,146.22
35887,16215,16315,3073,7.32,13.09,0,9,124.25
32727,14722,14863,2872,7.32,13.09,0,9,102.03
29983,13476,13565,2676,7.32,13.09,0,9,96.54
28065,12649,12682,2475,7.86,21.22,0,9,101.69
26668,12013,11976,2426,7.86,21.22,0,9,93.15
25832,11608,11627,2349,7.86,21.22,0,9,86.02
25276,11391,11388,2250,7.86,21.22,0,9,80.07
25495,11532,11488,2224,7.86,21.22,0,9,93.42
26470,11969,11957,2286,7.86,21.22,0,9,107.15
28047,12739,12612,2444,7.86,21.22,0,9,111.97
29337,13192,13275,2615,7.86,21.22,0,9,117.69
30755,13485,14281,2724,7.86,21.22,0,9,91.46
31736,13673,15112,2672,7.86,21.22,0,9,80.85
32998,13946,16136,2633,7.86,21.22,0,9,88.98
34702,14324,17354,2732,7.86,21.22,0,9,93.53
36840,15134,18502,2905,7.86,21.22,0,9,94.04
38980,15983,19561,3125,7.86,21.22,0,9,102.12
41166,16832,20651,3358,7.86,21.22,0,9,109.14
42772,17608,21283,3565,7.86,21.22,0,9,118.56
43161,18063,21080,3708,7.86,21.22,0,9,124.29
42929,18182,20685,3762,7.86,21.22,0,9,218.07
41550,17861,19713,3679,7.86,21.22,0,9,498.64
40148,17338,18924,3592,7.86,21.22,0,9,299.21
38244,16561,17966,3441,7.86,21.22,0,9,155.46
35889,15511,16865,3245,7.86,21.22,0,9,121.77
32962,14211,15528,2963,7.86,21.22,0,9,107.57
30276,13165,14128,2730,7.86,21.22,0,9,109.09
28285,12419,13009,2610,7.8,11.86,0,9,75.36
26942,11852,12355,2492,7.8,11.86,0,9,70.93
25846,11336,11833,2437,7.8,11.86,0,9,66.48
25411,11241,11551,2376,7.8,11.86,0,9,66.5
25555,11371,11569,2356,7.8,11.86,0,9,69.6
26646,11881,12072,2430,7.8,11.86,0,9,74.96
28296,12715,12792,2522,7.8,11.86,0,9,92.07
29625,13202,13477,2676,7.8,11.86,0,9,71.39
31015,13439,14451,2848,7.8,11.86,0,9,56.57
31508,13274,15198,2753,7.8,11.86,0,9,55.08
32173,13097,16058,2729,7.8,11.86,0,9,55.37
33203,13023,17091,2791,7.8,11.86,0,9,59.11
34310,13067,18027,2909,7.8,11.86,0,9,63.85
36225,13452,19322,3141,7.8,11.86,0,9,67.66
37759,14125,19979,3340,7.8,11.86,0,9,70.95
39084,14880,20369,3519,7.8,11.86,0,9,70.58
39900,15569,20376,3645,7.8,11.86,0,9,75.23
39901,16067,19873,3646,7.8,11.86,0,9,87.23
38900,16122,18935,3535,7.8,11.86,0,9,140.34
37530,15686,18130,3426,7.8,11.86,0,9,134.6
35946,15114,17228,3324,7.8,11.86,0,9,107.64
33862,14319,16174,3094,7.8,11.86,0,9,91.4
31409,13401,14877,2866,7.8,11.86,0,9,83
29169,12512,13745,2655,7.8,11.86,0,9,77.42
27611,11955,12915,2490,7.9,8.55,1,9,63.56
26133,11586,11963,2333,7.9,8.55,1,9,60.46
25175,11219,11470,2226,7.9,8.55,1,9,59.36
24535,10984,11103,2185,7.9,8.55,1,9,58.51
24370,10921,10952,2235,7.9,8.55,1,9,58.23
24537,11085,11013,2177,7.9,8.55,1,9,60.3
24806,11317,11046,2183,7.9,8.55,1,9,69.11
25215,11332,11373,2260,7.9,8.55,1,9,58.57
26122,11231,12320,2317,7.9,8.55,1,9,49.7
26829,11050,13169,2348,7.9,8.55,1,9,44.03
27773,10986,14076,2442,7.9,8.55,1,9,47.1
28878,11120,14912,2569,7.9,8.55,1,9,51.85
30742,11539,16154,2762,7.9,8.55,1,9,55.44
32786,12209,17306,2981,7.9,8.55,1,9,56.29
34646,12989,18269,3097,7.9,8.55,1,9,60.51
36133,13664,18881,3295,7.9,8.55,1,9,63.47
37393,14571,19064,3463,7.9,8.55,1,9,67.66
38044,15279,18875,3596,7.9,8.55,1,9,84.19
37542,15558,18115,3573,7.9,8.55,1,9,111.45
36211,15146,17298,3474,7.9,8.55,1,9,99.82
34503,14512,16394,3315,7.9,8.55,1,9,88.65
32445,13687,15371,3122,7.9,8.55,1,9,83.41
29988,12742,14117,2877,7.9,8.55,1,9,71.79
27867,11940,13041,2640,7.9,8.55,1,9,68.34
26171,11408,12060,2463,7.9,8.55,1,9,60.25
25006,11061,11394,2314,7.9,8.55,1,9,59.35
24203,10888,10872,2207,7.9,8.55,1,9,58.69
23530,10717,10440,2140,7.9,8.55,1,9,58.61
23140,10614,10166,2127,7.9,8.55,1,9,58.86
23098,10673,10081,2110,7.9,8.55,1,9,58.99
23192,10820,10030,2106,7.9,8.55,1,9,62.18
23533,10866,10207,2222,7.9,8.55,1,9,59.91
24107,10669,10902,2292,7.9,8.55,1,9,44.43
24807,10813,11511,2231,7.9,8.55,1,9,39.67
25790,10742,12525,2259,7.9,8.55,1,9,41.67
26684,10521,13567,2318,7.9,8.55,1,9,49.72
28317,11002,14545,2492,7.9,8.55,1,9,54.61
30564,11902,15683,2693,7.9,8.55,1,9,57.34
32949,12987,16871,2801,7.9,8.55,1,9,59.61
34588,13858,17428,3009,7.9,8.55,1,9,61.67
36127,14813,17800,3219,7.9,8.55,1,9,65.57
37203,15700,17822,3388,7.9,8.55,1,9,83.54
36868,15966,17233,3382,7.9,8.55,1,9,108.43
35580,15550,16464,3288,7.9,8.55,1,9,99.27
33736,14844,15492,3130,7.9,8.55,1,9,83.64
31405,13845,14379,2921,7.9,8.55,1,9,77.01
28687,12672,13097,2666,7.9,8.55,1,9,60.93
26413,11677,11974,2517,7.9,8.55,1,9,60.63
25269,11313,11239,2478,7.9,8.55,0,9,61.14
24287,11121,10602,2329,7.9,8.55,0,9,56.5
23307,10784,10121,2170,7.9,8.55,0,9,54.91
22936,10670,9938,2096,7.9,8.55,0,9,54.68
23254,10873,10068,2081,7.9,8.55,0,9,56.49
24539,11483,10622,2199,7.9,8.55,0,9,59.54
26156,12342,11225,2346,7.9,8.55,0,9,75.36
27120,12731,11713,2415,7.9,8.55,0,9,63.9
27760,12819,12328,2346,7.9,8.55,0,9,53.33
28035,13183,12327,2261,7.9,8.55,0,9,51.76
28903,13395,12995,2251,7.9,8.55,0,9,51.6
30227,13007,14609,2341,7.9,8.55,0,9,55.58
31966,13586,15594,2508,7.9,8.55,0,9,60.56
33675,14135,16635,2619,7.9,8.55,0,9,64.3
35487,14737,17656,2804,7.9,8.55,0,9,70.91
37582,15788,18498,3002,7.9,8.55,0,9,74.02
38927,16695,18765,3171,7.9,8.55,0,9,83.87
39309,17295,18446,3269,7.9,8.55,0,9,98.6
38304,17227,17547,3223,7.9,8.55,0,9,146.89
36768,16605,16708,3156,7.9,8.55,0,9,110
34642,15656,15702,2999,7.9,8.55,0,9,95.15
32076,14472,14518,2811,7.9,8.55,0,9,82.91
29271,13140,13302,2572,7.9,8.55,0,9,71.46
26850,12096,12149,2355,7.9,8.55,0,9,65.83
25063,11381,11217,2219,8.55,9.01,0,9,60.61
23889,10884,10635,2123,8.55,9.01,0,9,59.78
23016,10516,10194,2061,8.55,9.01,0,9,58.16
22589,10366,9970,2021,8.55,9.01,0,9,57.22
22936,10503,10147,2052,8.55,9.01,0,9,58.09
24091,11084,10606,2163,8.55,9.01,0,9,62.03
25685,11910,11205,2331,8.55,9.01,0,9,74.59
26642,12376,11583,2444,8.55,9.01,0,9,66.26
27254,12472,12068,2471,8.55,9.01,0,9,52.02
27306,12372,12393,2294,8.55,9.01,0,9,46.24
27704,12346,12928,2176,8.55,9.01,0,9,50.61
28482,12439,13625,2155,8.55,9.01,0,9,55.46
29786,12976,14315,2219,8.55,9.01,0,9,59.02
31573,13887,15050,2337,8.55,9.01,0,9,63.31
33593,14820,15986,2478,8.55,9.01,0,9,66
35579,15833,16796,2644,8.55,9.01,0,9,72.43
36905,16666,17120,2817,8.55,9.01,0,9,78.79
37377,17215,16908,2948,8.55,9.01,0,9,96.07
36665,17105,16283,2975,8.55,9.01,0,9,118.83
35297,16324,15725,2957,8.55,9.01,0,9,98.9
33450,15432,14899,2837,8.55,9.01,0,9,89.24
31237,14316,13982,2668,8.55,9.01,0,9,77.39
28605,13060,12829,2454,8.55,9.01,0,9,70.53
26419,12026,11851,2279,8.55,9.01,0,9,64.91
24835,11346,11043,2187,8.46,9.24,0,9,59.94
23682,10850,10480,2094,8.46,9.24,0,9,58.45
22881,10525,10074,2027,8.46,9.24,0,9,57.95
22584,10371,9954,2011,8.46,9.24,0,9,57.78
22879,10519,10060,2049,8.46,9.24,0,9,58.54
24023,11069,10530,2166,8.46,9.24,0,9,62.95
25560,11862,11141,2295,8.46,9.24,0,9,72.04
26359,12221,11482,2393,8.46,9.24,0,9,63.73
26798,12076,12049,2407,8.46,9.24,0,9,49.93
26589,11765,12338,2217,8.46,9.24,0,9,46.08
26511,11540,12666,2031,8.46,9.24,0,9,45.9
27018,11643,13077,2015,8.46,9.24,0,9,47.17
27746,11958,13457,2040,8.46,9.24,0,9,53.56
29075,12543,14068,2163,8.46,9.24,0,9,59.44
30963,13211,15103,2341,8.46,9.24,0,9,62.46
32579,13967,15748,2553,8.46,9.24,0,9,62.49
33898,14709,16108,2769,8.46,9.24,0,9,61.2
34535,15351,16006,2867,8.46,9.24,0,9,71.05
34208,15530,15471,2902,8.46,9.24,0,9,104.27
33418,15205,15018,2899,8.46,9.24,0,9,92.19
31915,14535,14302,2792,8.46,9.24,0,9,76.05
30013,13694,13422,2620,8.46,9.24,0,9,68.8
27677,12617,12375,2415,8.46,9.24,0,9,62.77
25530,11636,11381,2247,8.46,9.24,0,9,59.02
24145,11029,10665,2189,8.65,9.22,0,9,62.72
23304,10640,10193,2211,8.65,9.22,0,9,58.1
22795,10527,9836,2176,8.65,9.22,0,9,57.59
22536,10401,9752,2128,8.65,9.22,0,9,57.12
22640,10466,9878,2041,8.65,9.22,0,9,60.82
23687,10939,10347,2143,8.65,9.22,0,9,64.77
25245,11721,10979,2283,8.65,9.22,0,9,72.38
26063,12067,11396,2337,8.65,9.22,0,9,62.85
26505,12067,11877,2296,8.65,9.22,0,9,51.48
26380,12098,11894,2121,8.65,9.22,0,9,49.37
26101,11859,11964,2009,8.65,9.22,0,9,45.52
25886,11365,12262,1984,8.65,9.22,0,9,45.73
26035,11134,12625,1990,8.65,9.22,0,9,52.43
26668,11289,13037,2049,8.65,9.22,0,9,54.96
27791,11741,13563,2190,8.65,9.22,0,9,60.17
29309,12446,14177,2386,8.65,9.22,0,9,63.76
30762,13293,14623,2544,8.65,9.22,0,9,65.49
31825,14074,14743,2707,8.65,9.22,0,9,73.24
32046,14519,14457,2774,8.65,9.22,0,9,98.48
31675,14363,14215,2809,8.65,9.22,0,9,94.6
30489,13842,13662,2706,8.65,9.22,0,9,81.23
28820,13082,12909,2558,8.65,9.22,0,9,72.91
26613,12097,11896,2357,8.65,9.22,0,9,66.04
24798,11297,11051,2192,8.65,9.22,0,9,61.2
23599,10786,10453,2106,8.34,9.22,0,9,60.97
22622,10391,9958,2023,8.34,9.22,0,9,58.02
21968,10132,9627,1961,8.34,9.22,0,9,59.64
21779,10096,9501,1933,8.34,9.22,0,9,58.05
22143,10254,9672,1967,8.34,9.22,0,9,61.36
23280,10789,10158,2080,8.34,9.22,0,9,64.38
24845,11547,10790,2253,8.34,9.22,0,9,67.58
25775,11901,11201,2416,8.34,9.22,0,9,64.56
26075,11666,11590,2560,8.34,9.22,0,9,51.72
25582,11301,11638,2383,8.34,9.22,0,9,50.42
25225,11055,11787,2120,8.34,9.22,0,9,48.12
25366,11066,12044,1992,8.34,9.22,0,9,46.26
25724,11086,12408,1959,8.34,9.22,0,9,46.5
26327,11221,12823,2006,8.34,9.22,0,9,52.17
27332,11668,13267,2114,8.34,9.22,0,9,56.76
28962,12363,14008,2302,8.34,9.22,0,9,60.22
30289,13099,14402,2499,8.34,9.22,0,9,64.12
31098,13755,14412,2642,8.34,9.22,0,9,74.65
31144,14053,14094,2712,8.34,9.22,0,9,99.93
30872,13963,13876,2751,8.34,9.22,0,9,92.15
29738,13490,13307,2666,8.34,9.22,0,9,76.78
28331,12837,12691,2543,8.34,9.22,0,9,73.12
26611,12053,11945,2368,8.34,9.22,0,9,71.25
24944,11297,11200,2207,8.34,9.22,0,9,65.13
23666,10764,10552,2112,8.38,8.36,1,9,61.2
22650,10335,10068,2014,8.38,8.36,1,9,60.12
22017,10079,9766,1940,8.38,8.36,1,9,58.85
21661,9941,9588,1897,8.38,8.36,1,9,58.33
21660,9946,9572,1896,8.38,8.36,1,9,58.43
22066,10162,9724,1936,8.38,8.36,1,9,59.72
22663,10533,9892,1991,8.38,8.36,1,9,62.31
22914,10678,9926,2062,8.38,8.36,1,9,57.77
22974,10614,10013,2094,8.38,8.36,1,9,42.57
22875,10565,10117,1935,8.38,8.36,1,9,37.26
22796,10552,10252,1737,8.38,8.36,1,9,33.9
22451,10283,10286,1620,8.38,8.36,1,9,30.41
22895,10323,10669,1640,8.38,8.36,1,9,31.86
23583,10473,11159,1686,8.38,8.36,1,9,33.91
24645,10615,11932,1831,8.38,8.36,1,9,39.19
25926,10895,12725,2029,8.38,8.36,1,9,45.09
26994,11582,12840,2302,8.38,8.36,1,9,49.67
28079,12320,13003,2484,8.38,8.36,1,9,68.1
28625,12856,12903,2587,8.38,8.36,1,9,82.45
28563,12939,12731,2619,8.38,8.36,1,9,83.92
27770,12687,12279,2546,8.38,8.36,1,9,69
26698,12277,11748,2430,8.38,8.36,1,9,67.11
25216,11657,11049,2272,8.38,8.36,1,9,65.8
23695,10947,10381,2133,8.38,8.36,1,9,61.92
22548,10464,9820,2033,8.38,8.36,1,9,57.2
21613,10066,9369,1949,8.38,8.36,1,9,55.15
20951,9777,9046,1901,8.38,8.36,1,9,53.94
20571,9639,8837,1868,8.38,8.36,1,9,53.87
20431,9605,8769,1830,8.38,8.36,1,9,53.38
20654,9717,8858,1850,8.38,8.36,1,9,56.01
20919,9922,8880,1887,8.38,8.36,1,9,56.73
21059,9985,8882,1961,8.38,8.36,1,9,53.07
21455,10030,9221,1970,8.38,8.36,1,9,30.36
21232,9858,9390,1744,8.38,8.36,1,9,33.2
21181,9791,9549,1582,8.38,8.36,1,9,29.49
21043,9684,9648,1443,8.38,8.36,1,9,31.81
21234,9563,9950,1447,8.38,8.36,1,9,32.79
22050,9886,10346,1539,8.38,8.36,1,9,33.49
23348,10493,10881,1692,8.38,8.36,1,9,35.92
24809,11008,11642,1872,8.38,8.36,1,9,44.22
26311,11499,12378,2144,8.38,8.36,1,9,45.47
27486,12006,12750,2440,8.38,8.36,1,9,65.82
28330,12652,12801,2592,8.38,8.36,1,9,81.56
28514,12819,12778,2636,8.38,8.36,1,9,83.06
27724,12560,12342,2548,8.38,8.36,1,9,72.45
26435,11972,11786,2410,8.38,8.36,1,9,68.91
24649,11195,10959,2234,8.38,8.36,1,9,64.6
23085,10494,10253,2082,8.38,8.36,1,9,60.43
22069,10026,9793,1997,8.38,8.36,0,9,57.91
21308,9707,9401,1951,8.38,8.36,0,9,56.95
20969,9542,9171,2008,8.38,8.36,0,9,56.67
20771,9421,9125,1977,8.38,8.36,0,9,57.76
21146,9638,9339,1919,8.38,8.36,0,9,58.98
22447,10253,9939,2002,8.38,8.36,0,9,64.97
24158,11162,10593,2146,8.38,8.36,0,9,73.14
25089,11607,10982,2242,8.38,8.36,0,9,66.77
25537,11475,11510,2292,8.38,8.36,0,9,52.01
25355,11162,11822,2110,8.38,8.36,0,9,46.09
25553,11177,12110,2001,8.38,8.36,0,9,43.25
26343,11500,12582,1991,8.38,8.36,0,9,43.13
27102,11573,13227,2026,8.38,8.36,0,9,49.93
28037,11862,13842,2050,8.38,8.36,0,9,58.11
29508,12436,14525,2258,8.38,8.36,0,9,63.07
31430,13188,15429,2520,8.38,8.36,0,9,68.86
33172,14235,15949,2693,8.38,8.36,0,9,72.38
34184,15079,15944,2867,8.38,8.36,0,9,99.59
34059,15361,15487,2922,8.38,8.36,0,9,125.67
33465,15080,15176,2926,8.38,8.36,0,9,108.91
