Date,Hour,F1,F2,F3,F4,F5,F6,Target
02/04/2021 ,15,21556,9871,9797,1831,5,4,16
02/04/2021 ,16,22414,10291,10063,2002,5,4,24
02/04/2021 ,17,23676,10736,10625,2251,5,4,35
02/04/2021 ,18,25988,11911,11474,2530,5,4,50
02/04/2021 ,19,26877,12364,11853,2584,5,4,55
02/04/2021 ,20,26337,12131,11633,2497,5,4,46
02/04/2021 ,21,25539,11749,11326,2388,5,4,43
02/04/2021 ,22,24499,11232,10938,2254,5,4,40
02/04/2021 ,23,23027,10495,10372,2087,5,4,35
02/04/2021 ,24,21695,9876,9800,1947,5,4,33
02/05/2021 ,1,20856,9521,9383,1880,5,4,32
02/05/2021 ,2,20351,9306,9153,1818,5,4,31
02/05/2021 ,3,20146,9257,9031,1782,5,4,30
02/05/2021 ,4,20279,9345,9067,1787,5,4,31
02/05/2021 ,5,20975,9716,9313,1861,5,4,32
02/05/2021 ,6,22519,10404,9990,2033,5,4,37
02/05/2021 ,7,24258,11283,10670,2208,5,4,48
02/05/2021 ,8,24935,11638,10977,2229,5,4,42
02/05/2021 ,9,24066,11245,10684,2062,5,4,31
02/05/2021 ,10,22523,10395,10182,1885,5,4,24
02/05/2021 ,11,21476,9838,9855,1732,5,4,19
02/05/2021 ,12,20958,9678,9592,1644,5,4,16
02/05/2021 ,13,20666,9530,9483,1612,5,4,14
02/05/2021 ,14,20642,9437,9506,1660,5,4,12
02/05/2021 ,15,20917,9385,9682,1810,5,4,13
02/05/2021 ,16,21778,9693,10053,1987,5,4,21
02/05/2021 ,17,23433,10608,10545,2226,5,4,32
02/05/2021 ,18,25279,11595,11165,2456,5,4,45
02/05/2021 ,19,26015,12026,11407,2515,5,4,45
02/05/2021 ,20,25436,11796,11140,2433,5,4,41
02/05/2021 ,21,24730,11472,10849,2342,5,4,40
02/05/2021 ,22,23853,11044,10506,2236,5,4,38
02/05/2021 ,23,22700,10477,10068,2090,5,4,36
02/05/2021 ,24,21568,9926,9619,1958,5,4,34
02/06/2021 ,1,20697,9520,9230,1882,5,5,34
02/06/2021 ,2,19989,9236,8866,1821,5,5,34
02/06/2021 ,3,19613,9090,8678,1777,5,5,34
02/06/2021 ,4,19567,9085,8645,1766,5,5,32
02/06/2021 ,5,19858,9206,8778,1798,5,5,35
02/06/2021 ,6,20610,9531,9106,1890,5,5,40
02/06/2021 ,7,21481,9969,9455,1968,5,5,46
02/06/2021 ,8,21632,10173,9432,1943,5,5,37
02/06/2021 ,9,21076,10025,9145,1836,5,5,25
02/06/2021 ,10,19981,9568,8708,1649,5,5,16
02/06/2021 ,11,18922,8947,8412,1517,5,5,13
02/06/2021 ,12,18139,8498,8187,1415,5,5,10
02/06/2021 ,13,17842,8280,8145,1381,5,5,6
02/06/2021 ,14,18031,8312,8254,1430,5,5,5
02/06/2021 ,15,18832,8603,8593,1598,5,5,8
02/06/2021 ,16,20036,9074,9076,1843,5,5,21
02/06/2021 ,17,21582,9776,9682,2072,5,5,35
02/06/2021 ,18,23724,10890,10415,2358,5,5,50
02/06/2021 ,19,24646,11367,10798,2417,5,5,51
02/06/2021 ,20,24213,11169,10623,2357,5,5,46
02/06/2021 ,21,23634,10874,10420,2275,5,5,43
02/06/2021 ,22,22783,10487,10061,2168,5,5,40
02/06/2021 ,23,21649,9982,9574,2026,5,5,35
02/06/2021 ,24,20618,9483,9165,1903,5,5,33
02/07/2021 ,1,19854,9149,8798,1839,5,5,34
02/07/2021 ,2,19237,8883,8527,1757,5,5,33
02/07/2021 ,3,18914,8758,8365,1717,5,5,34
02/07/2021 ,4,18872,8775,8316,1702,5,5,33
02/07/2021 ,5,19075,8884,8381,1726,5,5,33
02/07/2021 ,6,19622,9149,8577,1805,5,5,39
02/07/2021 ,7,20326,9512,8859,1858,5,5,44
02/07/2021 ,8,20364,9677,8808,1788,5,5,35
02/07/2021 ,9,19879,9605,8521,1678,5,5,24
02/07/2021 ,10,18946,9179,8160,1548,5,5,15
02/07/2021 ,11,17894,8621,7818,1407,5,5,10
02/07/2021 ,12,17324,8245,7690,1348,5,5,7
02/07/2021 ,13,17274,8140,7731,1365,5,5,3
02/07/2021 ,14,17733,8283,7928,1486,5,5,2
02/07/2021 ,15,18715,8726,8301,1650,5,5,3
02/07/2021 ,16,19849,9241,8732,1833,5,5,16
02/07/2021 ,17,21217,9742,9351,2074,5,5,33
02/07/2021 ,18,23017,10542,10117,2300,5,5,46
02/07/2021 ,19,23893,10992,10467,2373,5,5,48
02/07/2021 ,20,23618,10891,10331,2334,5,5,45
02/07/2021 ,21,23160,10680,10149,2268,5,5,44
02/07/2021 ,22,22307,10263,9833,2148,5,5,41
02/07/2021 ,23,21180,9735,9391,1991,5,5,36
02/07/2021 ,24,20100,9219,8956,1861,5,5,36
02/08/2021 ,1,19495,8966,8660,1803,5,5,34
02/08/2021 ,2,19064,8814,8436,1745,5,5,33
02/08/2021 ,3,19064,8905,8367,1719,5,5,32
02/08/2021 ,4,19373,9136,8432,1727,5,5,32
02/08/2021 ,5,20115,9449,8782,1798,5,5,33
02/08/2021 ,6,21515,9938,9525,1956,5,5,40
02/08/2021 ,7,23448,10833,10326,2186,5,5,52
02/08/2021 ,8,24444,11321,10722,2305,5,5,50
02/08/2021 ,9,24235,11230,10700,2226,5,5,40
02/08/2021 ,10,23050,10682,10318,1984,5,5,37
02/08/2021 ,11,21767,10085,9892,1735,5,5,30
02/08/2021 ,12,21113,9820,9618,1627,5,5,30
02/08/2021 ,13,21055,9847,9548,1614,5,5,27
02/08/2021 ,14,21276,9974,9619,1639,5,5,25
02/08/2021 ,15,22136,10433,9879,1778,5,5,31
02/08/2021 ,16,22948,10776,10156,1965,5,5,35
02/08/2021 ,17,24244,11189,10731,2266,5,5,42
02/08/2021 ,18,26097,11981,11483,2567,5,5,55
02/08/2021 ,19,26865,12281,11843,2673,5,5,57
02/08/2021 ,20,26205,11932,11624,2582,5,5,51
02/08/2021 ,21,25261,11474,11288,2433,5,5,45
02/08/2021 ,22,24155,10942,10876,2273,5,5,41
02/08/2021 ,23,22838,10389,10293,2094,5,5,38
02/08/2021 ,24,21576,9926,9641,1948,5,5,35
02/09/2021 ,1,20651,9522,9213,1855,5,5,34
02/09/2021 ,2,20025,9261,8910,1793,5,5,33
02/09/2021 ,3,19683,9130,8717,1773,5,5,32
02/09/2021 ,4,19727,9162,8724,1776,5,5,32
02/09/2021 ,5,20429,9502,9026,1831,5,5,34
02/09/2021 ,6,21932,10181,9692,1982,5,5,39
02/09/2021 ,7,23621,10854,10526,2158,5,5,53
02/09/2021 ,8,24900,11426,11106,2285,5,5,53
02/09/2021 ,9,25543,11509,11544,2413,5,5,43
02/09/2021 ,10,25321,11132,11649,2474,5,5,37
02/09/2021 ,11,24652,10627,11499,2466,5,5,31
02/09/2021 ,12,24012,10288,11299,2365,5,5,30
02/09/2021 ,13,23140,10062,10898,2125,5,5,28
02/09/2021 ,14,22674,10097,10539,1987,5,5,27
02/09/2021 ,15,22613,10283,10355,1924,5,5,29
02/09/2021 ,16,23313,10611,10587,2060,5,5,36
02/09/2021 ,17,24614,11153,11078,2322,5,5,44
02/09/2021 ,18,26387,11920,11798,2602,5,5,53
02/09/2021 ,19,27171,12310,12098,2694,5,5,57
02/09/2021 ,20,26478,11981,11860,2570,5,5,49
02/09/2021 ,21,25499,11537,11464,2433,5,5,48
02/09/2021 ,22,24239,10963,10938,2276,5,5,44
02/09/2021 ,23,22717,10265,10302,2090,5,5,38
02/09/2021 ,24,21406,9695,9709,1944,5,5,35
02/10/2021 ,1,20725,9523,9278,1867,5,5,35
02/10/2021 ,2,20272,9384,9034,1796,5,5,33
02/10/2021 ,3,20025,9264,8948,1752,5,5,32
02/10/2021 ,4,20019,9289,8902,1762,5,5,32
02/10/2021 ,5,20768,9634,9196,1866,5,5,33
02/10/2021 ,6,22263,10267,9916,1998,5,5,42
02/10/2021 ,7,23863,10948,10689,2137,5,5,54
02/10/2021 ,8,24524,11279,10973,2190,5,5,52
02/10/2021 ,9,23927,10796,10903,2162,5,5,40
02/10/2021 ,10,22798,10020,10629,2096,5,5,33
02/10/2021 ,11,21760,9382,10340,1994,5,5,30
02/10/2021 ,12,21064,9033,10093,1899,5,5,26
02/10/2021 ,13,20900,9080,9913,1871,5,5,22
02/10/2021 ,14,20923,9159,9862,1864,5,5,20
02/10/2021 ,15,21554,9553,9974,1987,5,5,21
02/10/2021 ,16,22152,9744,10252,2111,5,5,28
02/10/2021 ,17,23638,10591,10703,2292,5,5,40
02/10/2021 ,18,25605,11625,11377,2542,5,5,50
02/10/2021 ,19,26658,12175,11803,2616,5,5,53
02/10/2021 ,20,26188,11914,11676,2536,5,5,48
02/10/2021 ,21,25312,11504,11319,2428,5,5,46
02/10/2021 ,22,24161,10974,10833,2295,5,5,45
02/10/2021 ,23,22693,10336,10181,2117,5,5,41
02/10/2021 ,24,21329,9741,9556,1975,5,5,36
02/11/2021 ,1,20662,9545,9164,1895,5,6,41
02/11/2021 ,2,20191,9416,8883,1831,5,6,40
02/11/2021 ,3,19896,9300,8742,1790,5,6,41
02/11/2021 ,4,19981,9327,8794,1792,5,6,41
02/11/2021 ,5,20769,9661,9162,1870,5,6,42
02/11/2021 ,6,22370,10347,9902,2036,5,6,52
02/11/2021 ,7,24174,11120,10738,2225,5,6,65
02/11/2021 ,8,24649,11324,10990,2251,5,6,55
02/11/2021 ,9,24271,11249,10848,2106,5,6,47
02/11/2021 ,10,23563,11184,10398,1925,5,6,37
02/11/2021 ,11,23124,11075,10236,1766,5,6,34
02/11/2021 ,12,22874,11068,10072,1687,5,6,32
02/11/2021 ,13,22862,11258,9883,1677,5,6,28
02/11/2021 ,14,22952,11184,9942,1786,5,6,34
02/11/2021 ,15,23669,11547,10198,1880,5,6,35
02/11/2021 ,16,24345,11814,10446,2035,5,6,47
02/11/2021 ,17,25392,12148,10917,2271,5,6,49
02/11/2021 ,18,26614,12460,11536,2557,5,6,63
02/11/2021 ,19,27030,12589,11766,2614,5,6,63
02/11/2021 ,20,26295,12200,11530,2506,5,6,55
02/11/2021 ,21,25354,11743,11171,2383,5,6,48
02/11/2021 ,22,24155,11156,10699,2245,5,6,45
02/11/2021 ,23,22755,10493,10108,2102,5,6,43
02/11/2021 ,24,21525,9971,9550,1954,5,6,42
02/12/2021 ,1,20839,9765,9153,1871,10,12,58
02/12/2021 ,2,20165,9474,8831,1810,10,12,59
02/12/2021 ,3,19774,9333,8641,1747,10,12,57
02/12/2021 ,4,19851,9368,8688,1740,10,12,59
02/12/2021 ,5,20428,9605,8960,1804,10,12,63
02/12/2021 ,6,21596,10019,9557,1955,10,12,80
02/12/2021 ,7,23151,10702,10276,2103,10,12,108
02/12/2021 ,8,24037,10989,10745,2230,10,12,95
02/12/2021 ,9,23803,10564,10820,2350,10,12,71
02/12/2021 ,10,22916,9924,10534,2399,10,12,57
02/12/2021 ,11,21670,9422,10027,2177,10,12,55
02/12/2021 ,12,20853,9148,9758,1909,10,12,48
02/12/2021 ,13,20358,8949,9563,1812,10,12,36
02/12/2021 ,14,20047,8883,9307,1823,10,12,36
02/12/2021 ,15,20290,9012,9340,1902,10,12,40
02/12/2021 ,16,21267,9588,9626,2012,10,12,58
02/12/2021 ,17,22865,10524,10112,2181,10,12,80
02/12/2021 ,18,24929,11494,10958,2420,10,12,111
02/12/2021 ,19,25892,11925,11390,2517,10,12,116
02/12/2021 ,20,25308,11608,11197,2443,10,12,103
02/12/2021 ,21,24627,11265,10943,2359,10,12,90
02/12/2021 ,22,23725,10810,10596,2260,10,12,82
02/12/2021 ,23,22419,10185,10043,2133,10,12,81
02/12/2021 ,24,21241,9666,9537,1980,10,12,88
02/13/2021 ,1,20469,9346,9157,1907,7,146,96
02/13/2021 ,2,19740,9019,8838,1824,7,146,88
02/13/2021 ,3,19371,8903,8645,1763,7,146,81
02/13/2021 ,4,19316,8892,8598,1766,7,146,81
02/13/2021 ,5,19585,8951,8726,1846,7,146,88
02/13/2021 ,6,20061,9173,8981,1839,7,146,89
02/13/2021 ,7,20818,9572,9252,1922,7,146,99
02/13/2021 ,8,21102,9775,9278,1982,7,146,84
02/13/2021 ,9,21081,9841,9250,1934,7,146,52
02/13/2021 ,10,20946,9954,9089,1854,7,146,47
02/13/2021 ,11,20497,9483,9016,1958,7,146,46
02/13/2021 ,12,19779,8880,8898,1966,7,146,37
02/13/2021 ,13,18962,8513,8692,1721,7,146,30
02/13/2021 ,14,18582,8315,8627,1589,7,146,28
02/13/2021 ,15,19024,8674,8679,1620,7,146,36
02/13/2021 ,16,19858,8984,9020,1806,7,146,50
02/13/2021 ,17,21374,9620,9615,2079,7,146,81
02/13/2021 ,18,23564,10730,10396,2368,7,146,138
02/13/2021 ,19,24782,11410,10838,2461,7,146,242
02/13/2021 ,20,24480,11231,10780,2396,7,146,150
02/13/2021 ,21,23927,11009,10526,2320,7,146,140
02/13/2021 ,22,23083,10601,10203,2209,7,146,140
02/13/2021 ,23,21951,10020,9754,2110,7,146,114
02/13/2021 ,24,20829,9530,9231,2002,7,146,94
02/14/2021 ,1,19996,9271,8758,1900,7,146,76
02/14/2021 ,2,19399,8951,8556,1824,7,146,73
02/14/2021 ,3,19022,8764,8432,1756,7,146,65
02/14/2021 ,4,18888,8717,8372,1726,7,146,64
02/14/2021 ,5,19095,8805,8466,1746,7,146,66
02/14/2021 ,6,19607,9088,8650,1785,7,146,78
02/14/2021 ,7,20186,9467,8797,1834,7,146,84
02/14/2021 ,8,20365,9744,8727,1812,7,146,71
02/14/2021 ,9,20225,9822,8566,1765,7,146,48
02/14/2021 ,10,19432,9600,8235,1533,7,146,39
02/14/2021 ,11,19015,9608,7935,1416,7,146,21
02/14/2021 ,12,18751,9624,7727,1350,7,146,14
02/14/2021 ,13,18680,9656,7581,1397,7,146,9
02/14/2021 ,14,18994,9605,7842,1503,7,146,0
02/14/2021 ,15,19653,9706,8148,1755,7,146,15
02/14/2021 ,16,20128,9795,8436,1849,7,146,44
02/14/2021 ,17,21403,10267,9090,1989,7,146,74
02/14/2021 ,18,23660,11187,10094,2312,7,146,140
02/14/2021 ,19,24626,11528,10619,2407,7,146,265
02/14/2021 ,20,24224,11292,10511,2348,7,146,185
02/14/2021 ,21,23656,10967,10324,2292,7,146,136
02/14/2021 ,22,22864,10537,10066,2188,7,146,134
02/14/2021 ,23,21703,9974,9605,2052,7,146,109
02/14/2021 ,24,20546,9415,9133,1927,7,146,89
02/15/2021 ,1,19823,9061,8842,1848,7,146,74
02/15/2021 ,2,19329,8822,8646,1788,7,146,67
02/15/2021 ,3,19049,8692,8507,1775,7,146,64
02/15/2021 ,4,19279,8781,8571,1850,7,146,64
02/15/2021 ,5,19840,8999,8862,1896,7,146,73
02/15/2021 ,6,20970,9489,9424,1967,7,146,95
02/15/2021 ,7,22358,10130,10046,2087,7,146,132
02/15/2021 ,8,23115,10503,10363,2158,7,146,118
02/15/2021 ,9,23504,10749,10596,2081,7,146,70
02/15/2021 ,10,23694,11013,10587,2029,7,146,61
02/15/2021 ,11,23349,10982,10470,1845,7,146,54
02/15/2021 ,12,23165,11087,10163,1867,7,146,49
02/15/2021 ,13,22728,10962,9747,1972,7,146,48
02/15/2021 ,14,22447,10750,9740,1918,7,146,47
02/15/2021 ,15,22483,10596,9975,1869,7,146,49
02/15/2021 ,16,22763,10486,10198,2028,7,146,65
02/15/2021 ,17,23924,11005,10609,2250,7,146,122
02/15/2021 ,18,25591,11791,11257,2477,7,146,332
02/15/2021 ,19,26605,12292,11666,2579,7,146,454
02/15/2021 ,20,26081,12018,11493,2503,7,146,391
02/15/2021 ,21,25221,11587,11163,2405,7,146,245
02/15/2021 ,22,24122,11022,10728,2309,7,146,150
02/15/2021 ,23,22715,10338,10179,2136,7,146,97
02/15/2021 ,24,21414,9729,9623,2001,7,146,81
02/16/2021 ,1,20508,9392,9198,1857,7,145,100
02/16/2021 ,2,19931,9197,8886,1785,7,145,90
02/16/2021 ,3,19675,9105,8740,1764,7,145,86
02/16/2021 ,4,19766,9145,8751,1801,7,145,89
02/16/2021 ,5,20497,9509,9071,1842,7,145,97
02/16/2021 ,6,21995,10234,9710,1968,7,145,110
02/16/2021 ,7,23708,11121,10392,2109,7,145,158
02/16/2021 ,8,24410,11433,10712,2186,7,145,154
02/16/2021 ,9,24093,11213,10626,2185,7,145,98
02/16/2021 ,10,23423,11106,10221,2035,7,145,74
02/16/2021 ,11,22552,10631,9935,1933,7,145,55
02/16/2021 ,12,21839,10137,9747,1907,7,145,46
02/16/2021 ,13,21364,9913,9656,1750,7,145,45
02/16/2021 ,14,21421,9964,9693,1720,7,145,42
02/16/2021 ,15,21634,9918,9837,1833,7,145,45
02/16/2021 ,16,22288,10140,10115,1981,7,145,56
02/16/2021 ,17,23645,10809,10569,2207,7,145,109
02/16/2021 ,18,25707,11882,11267,2487,7,145,455
02/16/2021 ,19,26946,12519,11766,2586,7,145,688
02/16/2021 ,20,26437,12287,11558,2517,7,145,624
02/16/2021 ,21,25628,11888,11254,2412,7,145,405
02/16/2021 ,22,24592,11379,10867,2274,7,145,198
02/16/2021 ,23,23204,10662,10345,2126,7,145,124
02/16/2021 ,24,21927,10063,9803,1992,7,145,120
02/17/2021 ,1,21220,9794,9465,1893,10,111,139
02/17/2021 ,2,20661,9573,9173,1846,10,111,116
02/17/2021 ,3,20351,9465,8994,1820,10,111,115
02/17/2021 ,4,20547,9538,9050,1884,10,111,115
02/17/2021 ,5,21305,9893,9400,1931,10,111,122
02/17/2021 ,6,22805,10645,10057,2013,10,111,166
02/17/2021 ,7,24502,11512,10697,2197,10,111,261
02/17/2021 ,8,24905,11664,10929,2225,10,111,347
02/17/2021 ,9,23949,11030,10729,2117,10,111,124
02/17/2021 ,10,22751,10481,10280,1928,10,111,85
02/17/2021 ,11,21950,10278,9940,1675,10,111,70
02/17/2021 ,12,21211,9834,9734,1588,10,111,69
02/17/2021 ,13,20770,9474,9673,1569,10,111,62
02/17/2021 ,14,20595,9315,9674,1552,10,111,65
02/17/2021 ,15,21016,9544,9732,1681,10,111,62
02/17/2021 ,16,21709,9718,10050,1880,10,111,86
02/17/2021 ,17,23535,10679,10623,2164,10,111,165
02/17/2021 ,18,25806,11940,11329,2457,10,111,877
02/17/2021 ,19,27098,12600,11831,2583,10,111,922
02/17/2021 ,20,26635,12381,11644,2524,10,111,915
02/17/2021 ,21,25809,11961,11325,2438,10,111,886
02/17/2021 ,22,24712,11416,10924,2290,10,111,786
02/17/2021 ,23,23367,10731,10431,2126,10,111,201
02/17/2021 ,24,22239,10186,10002,1973,10,111,146
02/18/2021 ,1,21461,9831,9597,1956,8,29,132
02/18/2021 ,2,21064,9614,9377,1994,8,29,91
02/18/2021 ,3,20631,9560,9125,1864,8,29,110
02/18/2021 ,4,20666,9628,9139,1813,8,29,110
02/18/2021 ,5,21463,10002,9474,1892,8,29,129
02/18/2021 ,6,23038,10736,10134,2063,8,29,138
02/18/2021 ,7,24637,11538,10747,2240,8,29,254
02/18/2021 ,8,24985,11708,10911,2264,8,29,167
02/18/2021 ,9,24175,11364,10656,2072,8,29,98
02/18/2021 ,10,23217,11033,10244,1871,8,29,62
02/18/2021 ,11,22578,10938,9889,1693,8,29,56
02/18/2021 ,12,21722,10433,9618,1621,8,29,48
02/18/2021 ,13,21304,10142,9528,1588,8,29,49
02/18/2021 ,14,21486,10193,9604,1646,8,29,50
02/18/2021 ,15,21539,10057,9720,1718,8,29,48
02/18/2021 ,16,21796,9908,9937,1902,8,29,61
02/18/2021 ,17,23048,10507,10332,2152,8,29,127
02/18/2021 ,18,25119,11640,10951,2458,8,29,249
02/18/2021 ,19,26401,12259,11469,2597,8,29,313
02/18/2021 ,20,26173,12062,11512,2522,8,29,273
02/18/2021 ,21,25319,11644,11166,2432,8,29,194
02/18/2021 ,22,24234,11105,10769,2284,8,29,171
02/18/2021 ,23,23007,10447,10337,2148,8,29,144
02/18/2021 ,24,21941,9876,9896,2093,8,29,121
02/19/2021 ,1,20934,9539,9378,1940,5,9,63
02/19/2021 ,2,20353,9290,9071,1912,5,9,50
02/19/2021 ,3,20038,9133,8978,1843,5,9,48
02/19/2021 ,4,20087,9174,9001,1825,5,9,47
02/19/2021 ,5,20874,9496,9383,1900,5,9,55
02/19/2021 ,6,22407,10103,10134,2066,5,9,69
02/19/2021 ,7,24049,10835,10837,2269,5,9,86
02/19/2021 ,8,24514,11149,10958,2309,5,9,59
02/19/2021 ,9,23938,11179,10579,2101,5,9,40
02/19/2021 ,10,23417,11370,10105,1878,5,9,30
02/19/2021 ,11,22824,11297,9784,1692,5,9,25
02/19/2021 ,12,22327,11073,9597,1612,5,9,21
02/19/2021 ,13,21822,10851,9373,1558,5,9,19
02/19/2021 ,14,21606,10633,9353,1582,5,9,15
02/19/2021 ,15,21661,10426,9498,1697,5,9,20
02/19/2021 ,16,22217,10488,9783,1902,5,9,27
02/19/2021 ,17,23158,10692,10281,2134,5,9,46
02/19/2021 ,18,24982,11491,11040,2389,5,9,73
02/19/2021 ,19,26137,12091,11476,2504,5,9,88
02/19/2021 ,20,25654,11887,11263,2437,5,9,77
02/19/2021 ,21,24945,11541,10990,2346,5,9,71
02/19/2021 ,22,24058,11090,10664,2236,5,9,66
02/19/2021 ,23,22784,10478,10143,2095,5,9,62
02/19/2021 ,24,21644,10012,9594,1968,5,9,53
02/20/2021 ,1,21088,9970,9159,1888,5,5,39
02/20/2021 ,2,20542,9713,8928,1827,5,5,37
02/20/2021 ,3,20194,9575,8753,1789,5,5,35
02/20/2021 ,4,20049,9524,8685,1761,5,5,35
02/20/2021 ,5,20344,9638,8827,1795,5,5,36
02/20/2021 ,6,21032,9923,9138,1880,5,5,41
02/20/2021 ,7,21622,10335,9243,1951,5,5,41
02/20/2021 ,8,21699,10643,9083,1892,5,5,37
02/20/2021 ,9,21357,10637,8863,1790,5,5,21
02/20/2021 ,10,20319,10150,8478,1636,5,5,10
02/20/2021 ,11,19446,9661,8140,1598,5,5,2
02/20/2021 ,12,18652,9186,7915,1504,5,5,1
02/20/2021 ,13,18105,8918,7804,1337,5,5,0
02/20/2021 ,14,18164,8843,7902,1376,5,5,0
02/20/2021 ,15,18694,9012,8147,1489,5,5,0
02/20/2021 ,16,19704,9473,8459,1721,5,5,2
02/20/2021 ,17,21145,9943,9168,1973,5,5,29
02/20/2021 ,18,23187,10793,10060,2263,5,5,52
02/20/2021 ,19,24643,11504,10656,2408,5,5,70
02/20/2021 ,20,24378,11385,10560,2358,5,5,53
02/20/2021 ,21,23797,11079,10366,2278,5,5,50
02/20/2021 ,22,23020,10699,10065,2183,5,5,47
02/20/2021 ,23,22075,10229,9725,2049,5,5,43
02/20/2021 ,24,21152,9813,9335,1933,5,5,40
02/21/2021 ,1,20837,9799,9084,1884,5,5,38
02/21/2021 ,2,20254,9550,8813,1821,5,5,36
02/21/2021 ,3,19862,9400,8619,1772,5,5,36
02/21/2021 ,4,19728,9357,8534,1763,5,5,36
02/21/2021 ,5,19777,9431,8493,1775,5,5,36
02/21/2021 ,6,20224,9673,8631,1835,5,5,39
02/21/2021 ,7,20764,10054,8721,1900,5,5,45
02/21/2021 ,8,20672,10253,8509,1829,5,5,37
02/21/2021 ,9,19713,9854,8145,1645,5,5,19
02/21/2021 ,10,18550,9199,7835,1457,5,5,4
02/21/2021 ,11,17601,8635,7603,1315,5,5,0
02/21/2021 ,12,17084,8262,7512,1269,5,5,0
02/21/2021 ,13,16817,8094,7401,1284,5,5,0
02/21/2021 ,14,17001,8128,7491,1346,5,5,0
02/21/2021 ,15,17742,8470,7732,1502,5,5,0
02/21/2021 ,16,18886,9129,7989,1725,5,5,6
02/21/2021 ,17,20694,9936,8735,1971,5,5,32
02/21/2021 ,18,22870,10681,9851,2276,5,5,59
02/21/2021 ,19,24329,11396,10441,2425,5,5,63
02/21/2021 ,20,24126,11291,10343,2425,5,5,54
02/21/2021 ,21,23444,10979,10137,2261,5,5,50
02/21/2021 ,22,22474,10510,9768,2129,5,5,46
02/21/2021 ,23,21361,9963,9337,1993,5,5,40
02/21/2021 ,24,20548,9639,8935,1907,5,5,38
02/22/2021 ,1,19898,9450,8562,1816,5,5,36
02/22/2021 ,2,19486,9269,8383,1761,5,5,34
02/22/2021 ,3,19404,9235,8354,1738,5,5,34
02/22/2021 ,4,19631,9324,8472,1754,5,5,34
02/22/2021 ,5,20405,9716,8759,1841,5,5,39
02/22/2021 ,6,22033,10324,9603,2007,5,5,52
02/22/2021 ,7,23563,11030,10258,2172,5,5,66
02/22/2021 ,8,23953,11218,10488,2154,5,5,46
02/22/2021 ,9,23187,10707,10411,1992,5,5,35
02/22/2021 ,10,22054,10255,9943,1795,5,5,29
02/22/2021 ,11,21329,9926,9658,1695,5,5,18
02/22/2021 ,12,20764,9547,9537,1637,5,5,16
02/22/2021 ,13,20631,9335,9561,1695,5,5,14
02/22/2021 ,14,20856,9385,9722,1710,5,5,12
02/22/2021 ,15,21429,9662,9921,1806,5,5,16
02/22/2021 ,16,22263,10027,10203,1989,5,5,29
02/22/2021 ,17,23802,10622,10916,2210,5,5,42
02/22/2021 ,18,25655,11558,11568,2468,5,5,64
02/22/2021 ,19,26552,12119,11817,2551,5,5,70
02/22/2021 ,20,25830,11861,11426,2478,5,5,61
02/22/2021 ,21,24979,11413,11078,2424,5,5,58
02/22/2021 ,22,23790,10836,10639,2252,5,5,50
02/22/2021 ,23,22196,10128,9984,2022,5,5,44
02/22/2021 ,24,20979,9589,9444,1883,5,5,44
02/23/2021 ,1,20277,9298,9101,1814,5,5,36
02/23/2021 ,2,19704,9060,8821,1757,5,5,34
02/23/2021 ,3,19397,8939,8653,1734,5,5,34
02/23/2021 ,4,19453,8983,8652,1743,5,5,33
02/23/2021 ,5,20119,9309,8908,1818,5,5,35
02/23/2021 ,6,21685,10083,9537,1972,5,5,44
02/23/2021 ,7,23319,10953,10143,2125,5,5,53
02/23/2021 ,8,23862,11327,10329,2120,5,5,38
02/23/2021 ,9,23504,11193,10266,1976,5,5,29
02/23/2021 ,10,22442,10731,9884,1771,5,5,20
02/23/2021 ,11,21644,10203,9714,1682,5,5,14
02/23/2021 ,12,21071,9755,9648,1629,5,5,9
02/23/2021 ,13,20885,9507,9705,1635,5,5,6
02/23/2021 ,14,21081,9536,9809,1698,5,5,9
02/23/2021 ,15,21567,9788,9952,1787,5,5,16
02/23/2021 ,16,22335,10221,10098,1971,5,5,28
02/23/2021 ,17,23563,10658,10633,2217,5,5,40
02/23/2021 ,18,25302,11498,11284,2457,5,5,55
02/23/2021 ,19,26255,12020,11601,2569,5,5,65
02/23/2021 ,20,25733,11770,11373,2526,5,5,55
02/23/2021 ,21,24668,11317,10940,2349,5,5,50
02/23/2021 ,22,23504,10796,10440,2208,5,5,43
02/23/2021 ,23,22174,10171,9893,2052,5,5,39
02/23/2021 ,24,21077,9669,9435,1914,5,5,35
02/24/2021 ,1,20599,9405,9284,1849,5,4,32
02/24/2021 ,2,19869,9164,8853,1788,5,4,30
02/24/2021 ,3,19598,9037,8734,1758,5,4,30
02/24/2021 ,4,19649,9080,8732,1761,5,4,30
02/24/2021 ,5,20371,9408,9041,1838,5,4,31
02/24/2021 ,6,21941,10141,9697,2010,5,4,40
02/24/2021 ,7,23532,10998,10292,2144,5,4,48
02/24/2021 ,8,23788,11144,10443,2116,5,4,34
02/24/2021 ,9,23206,10884,10319,1936,5,4,26
02/24/2021 ,10,22175,10379,10001,1741,5,4,19
02/24/2021 ,11,21234,9783,9794,1612,5,4,12
02/24/2021 ,12,20795,9472,9718,1565,5,4,8
02/24/2021 ,13,20737,9322,9789,1588,5,4,5
02/24/2021 ,14,20994,9345,9953,1658,5,4,2
02/24/2021 ,15,21512,9593,10091,1787,5,4,4
